tag_Jichao,locus_tag,old_locus_tag,gene,product,
ECD_RS04660,ECD_RS04660,ECD_00877,NULL,NADH oxidoreductase,
ECD_RS04665,ECD_RS04665,ECD_00878,hcp,hydroxylamine reductase,
ECD_RS04670,ECD_RS04670,ECD_00879,lysO,L-lysine exporter LysO,
ECD_RS04675,ECD_RS04675,ECD_00880,aqpZ,aquaporin Z,
ECD_RS04685,ECD_RS04685,ECD_00881,NULL,ATP-dependent endonuclease,
ECD_RS04690,ECD_RS04690,ECD_00882,NULL,DUF535 domain-containing protein,
ECD_RS04695,ECD_RS04695,ECD_00883,macA,macrolide transporter subunit MacA,
ECD_RS04700,ECD_RS04700,ECD_00884,NULL,macrolide ABC transporter ATP-binding protein/permease MacB,
ECD_RS04705,ECD_RS04705,ECD_00885,cspD,cold shock-like protein CspD,
ECD_RS04710,ECD_RS04710,ECD_00886,clpS,ATP-dependent Clp protease adapter ClpS,
ECD_RS04715,ECD_RS04715,ECD_00887,clpA,ATP-dependent Clp protease ATP-binding subunit ClpA,
ECD_RS25125,ECD_RS25125,NULL,NULL,hypothetical protein,
ECD_RS22710,ECD_RS22710,NULL,NULL,RtT sRNA,
ECD_RS04720,ECD_RS04720,ECD_t00022,NULL,tRNA-Ser,
ECD_RS04725,ECD_RS04725,ECD_00888,infA,translation initiation factor IF-1,
ECD_RS04730,ECD_RS04730,ECD_00889,NULL,leucyl/phenylalanyl-tRNA--protein transferase,
ECD_RS04735,ECD_RS04735,ECD_00890,cydC,cysteine/glutathione ABC transporter ATP-binding protein/permease CydC,
ECD_RS04740,ECD_RS04740,ECD_00891,cydD,cysteine/glutathione ABC transporter permease/ATP-binding protein CydD,
ECD_RS04745,ECD_RS04745,ECD_00892,trxB,thioredoxin-disulfide reductase,
ECD_RS04750,ECD_RS04750,ECD_00893,lrp,leucine-responsive transcriptional regulator Lrp,
ECD_RS04755,ECD_RS04755,ECD_00894,ftsK,DNA translocase FtsK,
ECD_RS04760,ECD_RS04760,ECD_00895,lolA,outer membrane lipoprotein chaperone LolA,
ECD_RS04765,ECD_RS04765,ECD_00896,NULL,replication-associated recombination protein A,
ECD_RS04770,ECD_RS04770,ECD_00897,serS,serine--tRNA ligase,
ECD_RS04775,ECD_RS04775,ECD_00898,dmsA,dimethylsulfoxide reductase subunit A,
ECD_RS04780,ECD_RS04780,ECD_00899,dmsB,dimethylsulfoxide reductase subunit B,
ECD_RS04785,ECD_RS04785,ECD_00900,NULL,dimethyl sulfoxide reductase anchor subunit,
ECD_RS04790,ECD_RS04790,ECD_00901,NULL,hydrolase,
ECD_RS04795,ECD_RS04795,ECD_00902,NULL,MFS transporter,
ECD_RS04800,ECD_RS04800,ECD_00903,NULL,amino acid permease,
ECD_RS04805,ECD_RS04805,ECD_00904,NULL,LysR family transcriptional regulator,
ECD_RS04810,ECD_RS04810,ECD_00905,NULL,NAD(P)H oxidoreductase,
ECD_RS04815,ECD_RS04815,ECD_00906,pflA,pyruvate formate lyase 1-activating protein,
ECD_RS04820,ECD_RS04820,ECD_00907,pflB,formate C-acetyltransferase,
ECD_RS25585,ECD_RS25585,ECD_00908,focA,formate transporter FocA,
ECD_RS04830,ECD_RS04830,ECD_00909,NULL,30S ribosomal protein S12 methylthiotransferase accessory protein YcaO,
ECD_RS04835,ECD_RS04835,ECD_00910,NULL,DUF421 domain-containing protein,
ECD_RS04840,ECD_RS04840,ECD_00911,serC,3-phosphoserine/phosphohydroxythreonine transaminase,
ECD_RS04845,ECD_RS04845,ECD_00912,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,
ECD_RS04850,ECD_RS04850,ECD_00913,NULL,M48 family metallopeptidase,
ECD_RS04855,ECD_RS04855,ECD_00914,NULL,(d)CMP kinase,
ECD_RS04860,ECD_RS04860,ECD_00915,rpsA,30S ribosomal protein S1,
ECD_RS04865,ECD_RS04865,ECD_00916,ihfB,integration host factor subunit beta,
ECD_RS04870,ECD_RS04870,ECD_00917,NULL,ComEC family protein,
ECD_RS04875,ECD_RS04875,ECD_00918,msbA,lipid A ABC transporter ATP-binding protein/permease MsbA,
ECD_RS04880,ECD_RS04880,ECD_00919,lpxK,tetraacyldisaccharide 4'-kinase,
ECD_RS04885,ECD_RS04885,ECD_00920,ycaQ,winged helix DNA-binding protein YcaQ,
ECD_RS04890,ECD_RS04890,ECD_00921,NULL,protein YcaR,
ECD_RS04895,ECD_RS04895,ECD_00922,kdsB,3-deoxy-manno-octulosonate cytidylyltransferase,
ECD_RS04900,ECD_RS04900,ECD_00923,NULL,YcbJ family phosphotransferase,
ECD_RS04905,ECD_RS04905,ECD_00924,elyC,envelope biogenesis factor ElyC,
ECD_RS04910,ECD_RS04910,ECD_00925,cmoM,tRNA uridine 5-oxyacetic acid(34) methyltransferase CmoM,
ECD_RS04915,ECD_RS04915,ECD_00926,mukF,chromosome partition protein MukF,
ECD_RS04920,ECD_RS04920,ECD_00927,mukE,chromosome partition protein MukE,
ECD_RS04925,ECD_RS04925,ECD_00928,mukB,chromosome partition protein MukB,
ECD_RS04930,ECD_RS04930,ECD_00929,ldtD,L,D-transpeptidase,
ECD_RS04935,ECD_RS04935,ECD_00930,NULL,YcbK family protein,
ECD_RS04940,ECD_RS04940,ECD_00931,gloC,hydroxyacylglutathione hydrolase GloC,
ECD_RS04945,ECD_RS04945,ECD_00932,NULL,aspartate/tyrosine/aromatic aminotransferase,
ECD_RS04955,ECD_RS04955,ECD_00933,ompF,porin OmpF,
ECD_RS04960,ECD_RS04960,ECD_00934,asnS,asparagine--tRNA ligase,
ECD_RS04965,ECD_RS04965,ECD_00935,pncB,nicotinate phosphoribosyltransferase,
ECD_RS04970,ECD_RS04970,ECD_00936,pepN,aminopeptidase N,
ECD_RS04975,ECD_RS04975,ECD_00937,ssuB,aliphatic sulfonates ABC transporter ATP-binding protein,
ECD_RS04980,ECD_RS04980,ECD_00938,ssuC,aliphatic sulfonate ABC transporter permease SsuC,
ECD_RS04985,ECD_RS04985,ECD_00939,ssuD,FMNH2-dependent alkanesulfonate monooxygenase,
ECD_RS04990,ECD_RS04990,ECD_00940,NULL,sulfonate ABC transporter substrate-binding protein,
ECD_RS04995,ECD_RS04995,ECD_00941,ssuE,NADPH-dependent FMN reductase,
ECD_RS05000,ECD_RS05000,ECD_00942,NULL,fimbrial subunit ElfA,
ECD_RS05005,ECD_RS05005,ECD_00943,NULL,molecular chaperone,
ECD_RS05010,ECD_RS05010,ECD_00944,NULL,fimbrial biogenesis usher protein,
ECD_RS05015,ECD_RS05015,ECD_00945,NULL,fimbrial protein,
ECD_RS05020,ECD_RS05020,ECD_00946,NULL,fimbrial protein,
ECD_RS05025,ECD_RS05025,ECD_00947,NULL,type 1 fimbrial protein,
ECD_RS05030,ECD_RS05030,ECD_00948,NULL,fimbrial chaperone,
ECD_RS05035,ECD_RS05035,ECD_00949,pyrD,quinone-dependent dihydroorotate dehydrogenase,
ECD_RS05040,ECD_RS05040,ECD_00950,zapC,cell division protein ZapC,
ECD_RS05045,ECD_RS05045,ECD_00951,ycbX,6-N-hydroxylaminopurine resistance protein YcbX,
ECD_RS05050,ECD_RS05050,ECD_00952,rlmKL,bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL,
ECD_RS05055,ECD_RS05055,ECD_00953,NULL,ABC transporter ATP-binding protein,
ECD_RS05060,ECD_RS05060,ECD_00954,pqiA,membrane integrity-associated transporter subunit PqiA,
ECD_RS05065,ECD_RS05065,ECD_00955,pqiB,intermembrane transport protein PqiB,
ECD_RS05070,ECD_RS05070,ECD_00956,pqiC,membrane integrity-associated transporter subunit PqiC,
ECD_RS05075,ECD_RS05075,ECD_00957,NULL,ribosome modulation factor,
ECD_RS05080,ECD_RS05080,ECD_00958,fabA,bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase,
ECD_RS05085,ECD_RS05085,ECD_00959,NULL,Lon protease family protein,
ECD_RS05090,ECD_RS05090,ECD_00960,matP,macrodomain Ter protein MatP,
ECD_RS05095,ECD_RS05095,ECD_00961,ompA,porin OmpA,
ECD_RS05105,ECD_RS05105,ECD_00962,sulA,cell division inhibitor SulA,
ECD_RS05110,ECD_RS05110,ECD_00963,sxy,CRP-S regulon transcriptional coactivator Sxy,
ECD_RS05115,ECD_RS05115,ECD_00964,yccS,TIGR01666 family membrane protein,
ECD_RS05120,ECD_RS05120,ECD_00965,NULL,YccF domain-containing protein,
ECD_RS05125,ECD_RS05125,ECD_00966,helD,DNA helicase IV,
ECD_RS05130,ECD_RS05130,ECD_00967,mgsA,methylglyoxal synthase,
ECD_RS05135,ECD_RS05135,ECD_00968,NULL,DUF2057 family protein,
ECD_RS05145,ECD_RS05145,ECD_00969,NULL,CoA-binding protein,
ECD_RS05150,ECD_RS05150,ECD_00970,hspQ,heat shock protein HspQ,
ECD_RS05155,ECD_RS05155,ECD_00971,rlmI,23S rRNA (cytosine(1962)-C(5))-methyltransferase RlmI,
ECD_RS05160,ECD_RS05160,ECD_00972,NULL,acylphosphatase,
ECD_RS05165,ECD_RS05165,ECD_00973,tusE,sulfurtransferase TusE,
ECD_RS05170,ECD_RS05170,ECD_00974,yccA,FtsH protease modulator YccA,
ECD_RS05175,ECD_RS05175,ECD_t00023,NULL,tRNA-Ser,
ECD_RS05180,ECD_RS05180,ECD_00975,hyaA,hydrogenase 1 small subunit,
ECD_RS05185,ECD_RS05185,ECD_00976,hyaB,Ni/Fe-hydrogenase large subunit,
ECD_RS05190,ECD_RS05190,ECD_00977,hyaC,Ni/Fe-hydrogenase b-type cytochrome subunit,
ECD_RS05195,ECD_RS05195,ECD_00978,NULL,hydrogenase 1 maturation protease,
ECD_RS05200,ECD_RS05200,ECD_00979,hyaE,hydrogenase-1 operon protein HyaE,
ECD_RS05205,ECD_RS05205,ECD_00980,NULL,hydrogenase expression/formation protein,
ECD_RS05210,ECD_RS05210,ECD_00981,appC,cytochrome bd-II oxidase subunit 1,
ECD_RS05215,ECD_RS05215,ECD_00982,NULL,cytochrome d ubiquinol oxidase subunit II,
ECD_RS05220,ECD_RS05220,NULL,cbdX,cytochrome bd-II oxidase subunit CbdX,
ECD_RS05225,ECD_RS05225,ECD_00983,NULL,AppA family phytase/histidine-type acid phosphatase,
ECD_RS05230,ECD_RS05230,ECD_00984,NULL,tyrosine-protein kinase,
ECD_RS05235,ECD_RS05235,ECD_00985,etp,protein-tyrosine-phosphatase Etp,
ECD_RS05240,ECD_RS05240,ECD_00986,NULL,polysaccharide export protein,
ECD_RS05245,ECD_RS05245,ECD_00987,NULL,YjbH domain-containing protein,
ECD_RS05250,ECD_RS05250,ECD_00988,NULL,capsule biosynthesis GfcC family protein,
ECD_RS05255,ECD_RS05255,ECD_00989,NULL,YjbF family lipoprotein,
ECD_RS05260,ECD_RS05260,ECD_00990,NULL,threonine-rich inner membrane protein GfcA,
ECD_RS05265,ECD_RS05265,ECD_00991,cspH,cold shock-like protein CspH,
ECD_RS05270,ECD_RS05270,ECD_00992,cspG,cold shock protein CspG,
ECD_RS23180,ECD_RS23180,NULL,NULL,cold-shock protein,
ECD_RS05275,ECD_RS05275,ECD_00993,ymcE,protein YmcE,
ECD_RS05280,ECD_RS05280,ECD_00994,NULL,addiction module toxin, GnsA/GnsB family,
ECD_RS05285,ECD_RS05285,ECD_00995,NULL,4Fe-4S binding protein,
ECD_RS05290,ECD_RS05290,ECD_00996,torS,TMAO reductase system sensor histidine kinase/response regulator TorS,
ECD_RS05295,ECD_RS05295,ECD_00997,torT,TMAO reductase system periplasmic protein TorT,
ECD_RS05300,ECD_RS05300,ECD_00998,torR,two-component system response regulator TorR,
ECD_RS05305,ECD_RS05305,ECD_00999,torC,pentaheme c-type cytochrome TorC,
ECD_RS05310,ECD_RS05310,ECD_01000,torA,trimethylamine-N-oxide reductase TorA,
ECD_RS05315,ECD_RS05315,ECD_01001,torD,molecular chaperone TorD,
ECD_RS05320,ECD_RS05320,ECD_01002,cbpM,chaperone modulator CbpM,
ECD_RS05325,ECD_RS05325,ECD_01003,cbpA,curved DNA-binding protein,
ECD_RS05330,ECD_RS05330,ECD_01004,NULL,YccE family protein,
ECD_RS05335,ECD_RS05335,ECD_01005,NULL,bifunctional glucose-1-phosphatase/inositol phosphatase,
ECD_RS05340,ECD_RS05340,ECD_01006,NULL,hypothetical protein,
ECD_RS05345,ECD_RS05345,ECD_01007,wrbA,NAD(P)H:quinone oxidoreductase,
ECD_RS05355,ECD_RS05355,ECD_01008,NULL,general stress protein,
ECD_RS05360,ECD_RS05360,ECD_01009,rutG,pyrimidine utilization transport protein G,
ECD_RS05365,ECD_RS05365,ECD_01010,rutF,pyrimidine utilization flavin reductase protein F,
ECD_RS05370,ECD_RS05370,ECD_01011,NULL,malonic semialdehyde reductase,
ECD_RS05375,ECD_RS05375,ECD_01012,rutD,pyrimidine utilization protein D,
ECD_RS05380,ECD_RS05380,ECD_01013,rutC,pyrimidine utilization protein C,
ECD_RS05385,ECD_RS05385,ECD_01014,rutB,peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB,
ECD_RS05390,ECD_RS05390,ECD_01015,rutA,pyrimidine utilization protein A,
ECD_RS05395,ECD_RS05395,ECD_01016,rutR,HTH-type transcriptional regulator RutR,
ECD_RS05400,ECD_RS05400,ECD_01017,putA,trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase,
ECD_RS05405,ECD_RS05405,NULL,NULL,hypothetical protein,
ECD_RS05410,ECD_RS05410,ECD_01018,putP,sodium/proline symporter PutP,
ECD_RS25590,ECD_RS25590,NULL,NULL,hypothetical protein,
ECD_RS05420,ECD_RS05420,ECD_01019,NULL,FTR1 family protein,
ECD_RS05425,ECD_RS05425,ECD_01020,NULL,iron uptake system protein EfeO,
ECD_RS05430,ECD_RS05430,ECD_01021,efeB,deferrochelatase/peroxidase EfeB,
ECD_RS05440,ECD_RS05440,NULL,phoH,phosphate starvation-inducible protein PhoH,
ECD_RS05445,ECD_RS05445,ECD_01023,pgaD,poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD,
ECD_RS05450,ECD_RS05450,ECD_01024,pgaC,poly-beta-1,6 N-acetyl-D-glucosamine synthase,
ECD_RS05455,ECD_RS05455,ECD_01025,pgaB,poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB,
ECD_RS05460,ECD_RS05460,ECD_01026,pgaA,poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA,
ECD_RS05465,ECD_RS05465,ECD_01027,NULL,GGDEF domain-containing protein,
ECD_RS05470,ECD_RS05470,ECD_01028,NULL,IS3-like element IS3 family transposase,
ECD_RS05485,ECD_RS05485,ECD_t00024,NULL,tRNA-Ser,
ECD_RS05490,ECD_RS05490,ECD_01030,ghrA,glyoxylate/hydroxypyruvate reductase GhrA,
ECD_RS05495,ECD_RS05495,ECD_01031,NULL,phosphatase,
ECD_RS05500,ECD_RS05500,ECD_01032,NULL,molecular chaperone,
ECD_RS05505,ECD_RS05505,ECD_01033,NULL,DUF1097 domain-containing protein,
ECD_RS05510,ECD_RS05510,ECD_01034,csgG,curli production assembly/transport protein CsgG,
ECD_RS05515,ECD_RS05515,ECD_01035,csgF,curli production assembly/transport protein CsgF,
ECD_RS05520,ECD_RS05520,ECD_01036,csgE,curli production assembly/transport protein CsgE,
ECD_RS05525,ECD_RS05525,ECD_01037,csgD,transcriptional regulator CsgD,
ECD_RS05535,ECD_RS05535,ECD_01038,csgB,curlin minor subunit CsgB,
ECD_RS05540,ECD_RS05540,ECD_01039,NULL,major curlin subunit CsgA,
ECD_RS05545,ECD_RS05545,ECD_01040,csgC,curli assembly protein CsgC,
ECD_RS05550,ECD_RS05550,ECD_01041,NULL,hypothetical protein,
ECD_RS05555,ECD_RS05555,ECD_01042,NULL,O-acetyl-ADP-ribose deacetylase,
ECD_RS05560,ECD_RS05560,ECD_01043,NULL,phospholipase D family protein,
ECD_RS05565,ECD_RS05565,ECD_01044,mdoC,glucans biosynthesis protein MdoC,
ECD_RS05580,ECD_RS05580,ECD_01045,mdoG,glucans biosynthesis protein MdoG,
ECD_RS05585,ECD_RS05585,ECD_01046,mdoH,glucans biosynthesis glucosyltransferase MdoH,
ECD_RS05590,ECD_RS05590,ECD_01047,NULL,YceK/YidQ family lipoprotein,
ECD_RS05595,ECD_RS05595,ECD_01048,NULL,acidic protein MsyB,
ECD_RS05605,ECD_RS05605,ECD_01049,mdtG,multidrug efflux MFS transporter MdtG,
ECD_RS05610,ECD_RS05610,ECD_01050,NULL,LpxL/LpxP family Kdo(2)-lipid IV(A) lauroyl/palmitoleoyl acyltransferasee,
ECD_RS05615,ECD_RS05615,ECD_01051,NULL,rhodanese-related sulfurtransferase,
ECD_RS05620,ECD_RS05620,ECD_01052,NULL,YceI family protein,
ECD_RS05625,ECD_RS05625,ECD_01053,NULL,cytochrome b,
ECD_RS05630,ECD_RS05630,ECD_01054,NULL,DUF2770 domain-containing protein,
ECD_RS05635,ECD_RS05635,ECD_01055,solA,N-methyl-L-tryptophan oxidase,
ECD_RS05640,ECD_RS05640,ECD_01056,bssS,biofilm formation regulator BssS,
ECD_RS05645,ECD_RS05645,ECD_01057,dinI,DNA damage-inducible protein I,
ECD_RS05650,ECD_RS05650,ECD_01058,pyrC,dihydroorotase,
ECD_RS05655,ECD_RS05655,ECD_01059,NULL,lipoprotein,
ECD_RS05660,ECD_RS05660,ECD_01060,grxB,glutaredoxin 2,
ECD_RS05665,ECD_RS05665,ECD_01061,mdtH,multidrug efflux MFS transporter MdtH,
ECD_RS05670,ECD_RS05670,ECD_01062,rimJ,ribosomal protein S5-alanine N-acetyltransferase,
ECD_RS05675,ECD_RS05675,ECD_01063,NULL,YceH family protein,
ECD_RS05680,ECD_RS05680,ECD_01064,NULL,Gfo/Idh/MocA family oxidoreductase,
ECD_RS05685,ECD_RS05685,ECD_01065,murJ,murein biosynthesis integral membrane protein MurJ,
ECD_RS05690,ECD_RS05690,ECD_01066,flgN,flagella biosynthesis chaperone FlgN,
ECD_RS05695,ECD_RS05695,ECD_01067,flgM,anti-sigma-28 factor FlgM,
ECD_RS05700,ECD_RS05700,ECD_01068,flgA,flagellar basal body P-ring formation protein FlgA,
ECD_RS05705,ECD_RS05705,ECD_01069,flgB,flagellar basal body rod protein FlgB,
ECD_RS05710,ECD_RS05710,ECD_01070,flgC,flagellar basal body rod protein FlgC,
ECD_RS05715,ECD_RS05715,ECD_01071,flgD,flagellar hook assembly protein FlgD,
ECD_RS05720,ECD_RS05720,ECD_01072,NULL,flagellar hook protein FlgE,
ECD_RS05725,ECD_RS05725,ECD_01073,NULL,flagellar basal body rod protein FlgF,
ECD_RS05730,ECD_RS05730,ECD_01074,NULL,flagellar basal-body rod protein FlgG,
ECD_RS05735,ECD_RS05735,ECD_01075,flgH,flagellar basal body L-ring protein FlgH,
ECD_RS05740,ECD_RS05740,ECD_01076,NULL,flagellar basal body P-ring protein FlgI,
ECD_RS05745,ECD_RS05745,ECD_01077,flgJ,flagellar assembly peptidoglycan hydrolase FlgJ,
ECD_RS05750,ECD_RS05750,ECD_01078,flgK,flagellar hook-associated protein FlgK,
ECD_RS05755,ECD_RS05755,ECD_01079,flgL,flagellar hook-filament junction protein FlgL,
ECD_RS05760,ECD_RS05760,ECD_01080,NULL,ribonuclease E,
ECD_RS05770,ECD_RS05770,ECD_01082,rluC,23S rRNA pseudouridine(955/2504/2580) synthase RluC,
ECD_RS05775,ECD_RS05775,ECD_01083,NULL,septum formation inhibitor Maf,
ECD_RS05780,ECD_RS05780,ECD_01084,yceD,23S rRNA accumulation protein YceD,
ECD_RS05785,ECD_RS05785,ECD_01085,rpmF,50S ribosomal protein L32,
ECD_RS05790,ECD_RS05790,ECD_01086,plsX,phosphate acyltransferase PlsX,
ECD_RS05795,ECD_RS05795,ECD_01087,NULL,ketoacyl-ACP synthase III,
ECD_RS05800,ECD_RS05800,ECD_01088,fabD,ACP S-malonyltransferase,
ECD_RS05805,ECD_RS05805,ECD_01089,fabG,3-oxoacyl-ACP reductase FabG,
ECD_RS05810,ECD_RS05810,ECD_01090,acpP,acyl carrier protein,
ECD_RS05815,ECD_RS05815,ECD_01091,fabF,beta-ketoacyl-ACP synthase II,
ECD_RS05820,ECD_RS05820,ECD_01092,pabC,aminodeoxychorismate lyase,
ECD_RS05825,ECD_RS05825,ECD_01093,yceG,cell division protein YceG,
ECD_RS05830,ECD_RS05830,ECD_01094,NULL,dTMP kinase,
ECD_RS05835,ECD_RS05835,ECD_01095,holB,DNA polymerase III subunit delta',
ECD_RS05840,ECD_RS05840,ECD_01096,NULL,metal-dependent hydrolase,
ECD_RS05845,ECD_RS05845,ECD_01097,ptsG,PTS glucose transporter subunit IIBC,
ECD_RS05850,ECD_RS05850,ECD_01098,fhuE,ferric-rhodotorulic acid/ferric-coprogen receptor FhuE,
ECD_RS05855,ECD_RS05855,ECD_01099,hinT,purine nucleoside phosphoramidase,
ECD_RS05860,ECD_RS05860,ECD_01100,NULL,YcfL family protein,
ECD_RS05865,ECD_RS05865,ECD_01101,lpoB,penicillin-binding protein activator LpoB,
ECD_RS05870,ECD_RS05870,ECD_01102,thiK,thiamine kinase,
ECD_RS05875,ECD_RS05875,ECD_01103,nagZ,beta-N-acetylhexosaminidase,
ECD_RS05880,ECD_RS05880,ECD_01104,NULL,alpha/beta hydrolase,
ECD_RS05885,ECD_RS05885,ECD_01105,NULL,NAD(P)/FAD-dependent oxidoreductase,
ECD_RS05890,ECD_RS05890,ECD_01106,NULL,glycine zipper 2TM domain-containing protein,
ECD_RS05895,ECD_RS05895,ECD_01107,comR,TetR family copper-responsive transcriptional repressor ComR,
ECD_RS05900,ECD_RS05900,ECD_01108,bhsA,multiple stress resistance protein BhsA,
ECD_RS05905,ECD_RS05905,ECD_01109,ldtC,L,D-transpeptidase LdtC,
ECD_RS05910,ECD_RS05910,ECD_01110,NULL,transcription-repair coupling factor,
ECD_RS05915,ECD_RS05915,ECD_01111,NULL,acyltransferase family protein,
ECD_RS05920,ECD_RS05920,ECD_01112,lolC,lipoprotein-releasing ABC transporter permease subunit LolC,
ECD_RS05925,ECD_RS05925,ECD_01113,lolD,lipoprotein-releasing ABC transporter ATP-binding protein LolD,
ECD_RS05930,ECD_RS05930,ECD_01114,lolE,lipoprotein-releasing ABC transporter permease subunit LolE,
ECD_RS05935,ECD_RS05935,NULL,NULL,ROK family protein,
ECD_RS05940,ECD_RS05940,ECD_01117,NULL,IS1-like element IS1A family transposase,
ECD_RS05945,ECD_RS05945,NULL,NULL,ROK family protein,
ECD_RS05950,ECD_RS05950,ECD_01118,cobB,NAD-dependent protein deacylase,
ECD_RS05955,ECD_RS05955,ECD_01119,NULL,membrane protein,
ECD_RS05960,ECD_RS05960,ECD_01120,NULL,DUF3592 domain-containing protein,
ECD_RS05965,ECD_RS05965,ECD_01121,potD,spermidine/putrescine ABC transporter substrate-binding protein PotD,
ECD_RS05970,ECD_RS05970,ECD_01122,potC,spermidine/putrescine ABC transporter permease PotC,
ECD_RS05975,ECD_RS05975,ECD_01123,potB,spermidine/putrescine ABC transporter permease PotB,
ECD_RS05980,ECD_RS05980,ECD_01124,potA,spermidine/putrescine ABC transporter ATP-binding protein PotA,
ECD_RS05990,ECD_RS05990,ECD_01125,pepT,peptidase T,
ECD_RS05995,ECD_RS05995,ECD_01126,NULL,cupin domain-containing protein,
ECD_RS06000,ECD_RS06000,ECD_01127,phoQ,two-component system sensor histidine kinase PhoQ,
ECD_RS06005,ECD_RS06005,ECD_01128,phoP,two-component system response regulator PhoP,
ECD_RS06010,ECD_RS06010,ECD_01129,purB,adenylosuccinate lyase,
ECD_RS06015,ECD_RS06015,ECD_01130,hflD,high frequency lysogenization protein HflD,
ECD_RS06020,ECD_RS06020,ECD_01131,mnmA,tRNA 2-thiouridine(34) synthase MnmA,
ECD_RS06025,ECD_RS06025,ECD_01132,nudJ,phosphatase NudJ,
ECD_RS06030,ECD_RS06030,ECD_01133,rluE,23S rRNA pseudouridine(2457) synthase RluE,
ECD_RS06035,ECD_RS06035,ECD_01134,NULL,NADP-dependent isocitrate dehydrogenase,
ECD_RS06040,ECD_RS06040,ECD_01135,iraM,anti-adapter protein IraM,
ECD_RS25595,ECD_RS25595,NULL,NULL,hypothetical protein,
ECD_RS06050,ECD_RS06050,ECD_01136,NULL,DUF1398 domain-containing protein,
ECD_RS06055,ECD_RS06055,ECD_01137,NULL,MerR family transcriptional regulator,
ECD_RS06060,ECD_RS06060,ECD_01138,bluF,blue light-responsive regulator BluF,
ECD_RS06065,ECD_RS06065,ECD_01139,NULL,two-component-system connector protein YcgZ,
ECD_RS06070,ECD_RS06070,ECD_01140,NULL,two-component-system connector protein YmgA,
ECD_RS06075,ECD_RS06075,ECD_01141,ariR,biofilm/acid-resistance regulator AriR,
ECD_RS06080,ECD_RS06080,ECD_01142,NULL,hypothetical protein,
ECD_RS06085,ECD_RS06085,ECD_01143,NULL,cyclic diguanylate phosphodiesterase,
ECD_RS06090,ECD_RS06090,ECD_01144,NULL,hypothetical protein,
ECD_RS23220,ECD_RS23220,NULL,NULL,autotransporter outer membrane beta-barrel domain-containing protein,
ECD_RS23225,ECD_RS23225,NULL,NULL,autotransporter outer membrane beta-barrel domain-containing protein,
ECD_RS06110,ECD_RS06110,ECD_01146,NULL,YmgD family protein,
ECD_RS06115,ECD_RS06115,NULL,NULL,glycine zipper family protein,
ECD_RS06120,ECD_RS06120,NULL,NULL,hypothetical protein,
ECD_RS23230,ECD_RS23230,NULL,NULL,hypothetical protein,
ECD_RS25600,ECD_RS25600,NULL,NULL,hypothetical protein,
ECD_RS25170,ECD_RS25170,NULL,NULL,autotransporter outer membrane beta-barrel domain-containing protein,
ECD_RS06130,ECD_RS06130,ECD_01149,minE,cell division topological specificity factor MinE,
ECD_RS06135,ECD_RS06135,ECD_01150,minD,septum site-determining protein MinD,
ECD_RS06140,ECD_RS06140,ECD_01151,minC,septum site-determining protein MinC,
ECD_RS06145,ECD_RS06145,ECD_01152,NULL,hypothetical protein,
ECD_RS06150,ECD_RS06150,ECD_01153,NULL,hypothetical protein,
ECD_RS06160,ECD_RS06160,ECD_01154,NULL,hypothetical protein,
ECD_RS06165,ECD_RS06165,ECD_01155,NULL,fumarylacetoacetate hydrolase family protein,
ECD_RS06170,ECD_RS06170,ECD_01156,NULL,YcgN family cysteine cluster protein,
ECD_RS25175,ECD_RS25175,ECD_01157,hlyE,hemolysin HlyE,
ECD_RS06185,ECD_RS06185,ECD_01158,umuD,translesion error-prone DNA polymerase V autoproteolytic subunit,
ECD_RS06190,ECD_RS06190,ECD_01159,umuC,translesion error-prone DNA polymerase V subunit UmuC,
ECD_RS06195,ECD_RS06195,ECD_01160,dsbB,disulfide bond formation protein DsbB,
ECD_RS06200,ECD_RS06200,ECD_01161,nhaB,Na(+)/H(+) antiporter NhaB,
ECD_RS06205,ECD_RS06205,ECD_01162,fadR,fatty acid metabolism transcriptional regulator FadR,
ECD_RS06210,ECD_RS06210,ECD_01163,NULL,SpoVR family protein,
ECD_RS06215,ECD_RS06215,ECD_01164,NULL,D-amino acid dehydrogenase,
ECD_RS06220,ECD_RS06220,ECD_01165,dadX,catabolic alanine racemase DadX,
ECD_RS06225,ECD_RS06225,ECD_01166,NULL,potassium/proton antiporter,
ECD_RS06230,ECD_RS06230,ECD_01167,ldcA,muramoyltetrapeptide carboxypeptidase,
ECD_RS06235,ECD_RS06235,ECD_01168,emtA,membrane-bound lytic murein transglycosylase EmtA,
ECD_RS06240,ECD_RS06240,ECD_01169,NULL,flagellar brake protein YcgR,
