tag_Jichao,locus_tag,old_locus_tag,gene,product,
BW25113_RS05090,BW25113_RS05090,BW25113_0980,NULL,AppA family phytase/histidine-type acid phosphatase,
BW25113_RS05095,BW25113_RS05095,BW25113_0981,NULL,tyrosine-protein kinase,
BW25113_RS05100,BW25113_RS05100,BW25113_0982,etp,protein-tyrosine-phosphatase Etp,
BW25113_RS05105,BW25113_RS05105,BW25113_0983,NULL,polysaccharide export protein,
BW25113_RS05110,BW25113_RS05110,BW25113_0984,NULL,YjbH domain-containing protein,
BW25113_RS05115,BW25113_RS05115,BW25113_0985,NULL,O-antigen capsule production periplasmic protein,
BW25113_RS05120,BW25113_RS05120,BW25113_0986,gfcB,lipoprotein GfcB,
BW25113_RS05125,BW25113_RS05125,BW25113_0987,NULL,threonine-rich inner membrane protein GfcA,
BW25113_RS05135,BW25113_RS05135,BW25113_0988,NULL,IS1 family transposase,
BW25113_RS05140,BW25113_RS05140,BW25113_0989,cspH,cold shock-like protein CspH,
BW25113_RS05145,BW25113_RS05145,BW25113_0990,cspG,cold shock protein CspG,
BW25113_RS23580,BW25113_RS23580,NULL,NULL,cold-shock protein,
BW25113_RS05150,BW25113_RS05150,BW25113_0991,ymcE,protein YmcE,
BW25113_RS05155,BW25113_RS05155,BW25113_4517,NULL,addiction module toxin, GnsA/GnsB family,
BW25113_RS05160,BW25113_RS05160,BW25113_0992,NULL,4Fe-4S binding protein,
BW25113_RS05165,BW25113_RS05165,BW25113_0993,torS,TMAO reductase system sensor histidine kinase/response regulator TorS,
BW25113_RS05170,BW25113_RS05170,BW25113_0994,torT,TMAO reductase system periplasmic protein TorT,
BW25113_RS05175,BW25113_RS05175,BW25113_0995,torR,two-component system response regulator TorR,
BW25113_RS05180,BW25113_RS05180,BW25113_0996,torC,pentaheme c-type cytochrome TorC,
BW25113_RS05185,BW25113_RS05185,BW25113_0997,torA,trimethylamine-N-oxide reductase TorA,
BW25113_RS05190,BW25113_RS05190,BW25113_0998,torD,molecular chaperone TorD,
BW25113_RS05195,BW25113_RS05195,BW25113_0999,cbpM,chaperone modulator CbpM,
BW25113_RS05200,BW25113_RS05200,BW25113_1000,cbpA,curved DNA-binding protein,
BW25113_RS05205,BW25113_RS05205,BW25113_1001,NULL,YccE family protein,
BW25113_RS05210,BW25113_RS05210,BW25113_1002,NULL,bifunctional glucose-1-phosphatase/inositol phosphatase,
BW25113_RS05215,BW25113_RS05215,BW25113_1003,NULL,hypothetical protein,
BW25113_RS05220,BW25113_RS05220,BW25113_1004,wrbA,NAD(P)H:quinone oxidoreductase,
BW25113_RS05230,BW25113_RS05230,BW25113_4518,NULL,general stress protein,
BW25113_RS05235,BW25113_RS05235,BW25113_1006,rutG,pyrimidine utilization transport protein G,
BW25113_RS05240,BW25113_RS05240,BW25113_1007,rutF,pyrimidine utilization flavin reductase protein F,
BW25113_RS05245,BW25113_RS05245,BW25113_1008,NULL,malonic semialdehyde reductase,
BW25113_RS05250,BW25113_RS05250,BW25113_1009,rutD,pyrimidine utilization protein D,
BW25113_RS05255,BW25113_RS05255,BW25113_1010,rutC,pyrimidine utilization protein C,
BW25113_RS05260,BW25113_RS05260,BW25113_1011,rutB,peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB,
BW25113_RS05265,BW25113_RS05265,BW25113_1012,rutA,pyrimidine utilization protein A,
BW25113_RS25520,BW25113_RS25520,NULL,NULL,hypothetical protein,
BW25113_RS05270,BW25113_RS05270,BW25113_1013,rutR,HTH-type transcriptional regulator RutR,
BW25113_RS05275,BW25113_RS05275,BW25113_1014,putA,trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase,
BW25113_RS05280,BW25113_RS05280,NULL,NULL,hypothetical protein,
BW25113_RS05285,BW25113_RS05285,BW25113_1015,putP,sodium/proline symporter PutP,
BW25113_RS05295,BW25113_RS05295,NULL,NULL,FTR1 family protein,
BW25113_RS05300,BW25113_RS05300,BW25113_1018,NULL,iron uptake system protein EfeO,
BW25113_RS05305,BW25113_RS05305,BW25113_1019,efeB,deferrochelatase/peroxidase EfeB,
BW25113_RS05315,BW25113_RS05315,NULL,phoH,phosphate starvation-inducible protein PhoH,
BW25113_RS05320,BW25113_RS05320,BW25113_1021,pgaD,poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD,
BW25113_RS05325,BW25113_RS05325,BW25113_1022,pgaC,poly-beta-1,6 N-acetyl-D-glucosamine synthase,
BW25113_RS05330,BW25113_RS05330,BW25113_1023,pgaB,poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB,
BW25113_RS05335,BW25113_RS05335,BW25113_1024,pgaA,poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA,
BW25113_RS05340,BW25113_RS05340,BW25113_1025,NULL,GGDEF domain-containing protein,
BW25113_RS05345,BW25113_RS05345,BW25113_1026,NULL,IS3-like element IS3 family transposase,
BW25113_RS05355,BW25113_RS05355,NULL,NULL,ACP S-malonyltransferase,
BW25113_RS05360,BW25113_RS05360,BW25113_1029,NULL,hypothetical protein,
BW25113_RS25525,BW25113_RS25525,NULL,NULL,hypothetical protein,
BW25113_RS23065,BW25113_RS23065,NULL,NULL,RtT sRNA,
BW25113_RS23070,BW25113_RS23070,NULL,NULL,RtT sRNA,
BW25113_RS05370,BW25113_RS05370,BW25113_1032,NULL,tRNA-Ser,
BW25113_RS05375,BW25113_RS05375,BW25113_1033,ghrA,glyoxylate/hydroxypyruvate reductase GhrA,
BW25113_RS05380,BW25113_RS05380,BW25113_1034,NULL,phosphatase,
BW25113_RS05385,BW25113_RS05385,BW25113_1035,NULL,molecular chaperone,
BW25113_RS05390,BW25113_RS05390,BW25113_1036,NULL,DUF1097 domain-containing protein,
BW25113_RS05395,BW25113_RS05395,BW25113_1037,csgG,curli production assembly/transport protein CsgG,
BW25113_RS05400,BW25113_RS05400,BW25113_1038,csgF,curli production assembly/transport protein CsgF,
BW25113_RS05405,BW25113_RS05405,BW25113_1039,csgE,curli production assembly/transport protein CsgE,
BW25113_RS05410,BW25113_RS05410,BW25113_1040,csgD,transcriptional regulator CsgD,
BW25113_RS05420,BW25113_RS05420,BW25113_1041,csgB,curlin minor subunit CsgB,
BW25113_RS05425,BW25113_RS05425,BW25113_1042,NULL,major curlin subunit CsgA,
BW25113_RS05430,BW25113_RS05430,BW25113_1043,csgC,curli assembly protein CsgC,
BW25113_RS05435,BW25113_RS05435,BW25113_1044,NULL,hypothetical protein,
BW25113_RS05440,BW25113_RS05440,BW25113_1045,NULL,O-acetyl-ADP-ribose deacetylase,
BW25113_RS05445,BW25113_RS05445,BW25113_1046,NULL,phospholipase D family protein,
BW25113_RS05450,BW25113_RS05450,BW25113_1047,mdoC,glucans biosynthesis protein MdoC,
BW25113_RS05465,BW25113_RS05465,BW25113_1048,mdoG,glucans biosynthesis protein MdoG,
BW25113_RS05470,BW25113_RS05470,BW25113_1049,mdoH,glucans biosynthesis glucosyltransferase MdoH,
BW25113_RS05475,BW25113_RS05475,BW25113_1050,NULL,YceK/YidQ family lipoprotein,
BW25113_RS05480,BW25113_RS05480,BW25113_1051,NULL,acidic protein MsyB,
BW25113_RS05490,BW25113_RS05490,BW25113_1053,mdtG,multidrug efflux MFS transporter MdtG,
BW25113_RS05495,BW25113_RS05495,BW25113_1054,NULL,LpxL/LpxP family Kdo(2)-lipid IV(A) lauroyl/palmitoleoyl acyltransferasee,
BW25113_RS05500,BW25113_RS05500,BW25113_1055,NULL,rhodanese-related sulfurtransferase,
BW25113_RS05505,BW25113_RS05505,BW25113_1056,NULL,YceI family protein,
BW25113_RS05510,BW25113_RS05510,BW25113_1057,NULL,cytochrome b,
BW25113_RS05515,BW25113_RS05515,BW25113_1058,NULL,DUF2770 domain-containing protein,
BW25113_RS05520,BW25113_RS05520,BW25113_1059,solA,N-methyl-L-tryptophan oxidase,
BW25113_RS05525,BW25113_RS05525,BW25113_1060,bssS,biofilm formation regulator BssS,
BW25113_RS05530,BW25113_RS05530,BW25113_1061,dinI,DNA damage-inducible protein I,
BW25113_RS05535,BW25113_RS05535,BW25113_1062,pyrC,dihydroorotase,
BW25113_RS05540,BW25113_RS05540,BW25113_1063,NULL,lipoprotein,
BW25113_RS05545,BW25113_RS05545,BW25113_1064,grxB,glutaredoxin 2,
BW25113_RS05550,BW25113_RS05550,BW25113_1065,mdtH,multidrug efflux MFS transporter MdtH,
BW25113_RS05555,BW25113_RS05555,BW25113_1066,rimJ,30S ribosomal protein S5 alanine N-acetyltransferase,
BW25113_RS05560,BW25113_RS05560,BW25113_1067,NULL,DUF480 domain-containing protein,
BW25113_RS05565,BW25113_RS05565,BW25113_1068,NULL,Gfo/Idh/MocA family oxidoreductase,
BW25113_RS05570,BW25113_RS05570,BW25113_1069,murJ,murein biosynthesis integral membrane protein MurJ,
BW25113_RS05575,BW25113_RS05575,BW25113_1070,flgN,flagella biosynthesis chaperone FlgN,
BW25113_RS05580,BW25113_RS05580,BW25113_1071,flgM,anti-sigma-28 factor FlgM,
BW25113_RS05585,BW25113_RS05585,BW25113_1072,flgA,flagellar basal body P-ring formation protein FlgA,
BW25113_RS05590,BW25113_RS05590,BW25113_1073,flgB,flagellar basal body rod protein FlgB,
BW25113_RS05595,BW25113_RS05595,BW25113_1074,flgC,flagellar basal body rod protein FlgC,
BW25113_RS05600,BW25113_RS05600,BW25113_1075,flgD,flagellar hook assembly protein FlgD,
BW25113_RS05605,BW25113_RS05605,BW25113_1076,NULL,flagellar hook protein FlgE,
BW25113_RS05610,BW25113_RS05610,BW25113_1077,NULL,flagellar basal body rod protein FlgF,
BW25113_RS05615,BW25113_RS05615,BW25113_1078,NULL,flagellar basal-body rod protein FlgG,
BW25113_RS05620,BW25113_RS05620,BW25113_1079,flgH,flagellar basal body L-ring protein FlgH,
BW25113_RS05625,BW25113_RS05625,BW25113_1080,NULL,flagellar basal body P-ring protein FlgI,
BW25113_RS05630,BW25113_RS05630,BW25113_1081,flgJ,flagellar assembly peptidoglycan hydrolase FlgJ,
BW25113_RS05635,BW25113_RS05635,BW25113_1082,flgK,flagellar hook-associated protein FlgK,
BW25113_RS05640,BW25113_RS05640,BW25113_1083,flgL,flagellar hook-filament junction protein FlgL,
BW25113_RS05645,BW25113_RS05645,BW25113_1084,NULL,ribonuclease E,
BW25113_RS05655,BW25113_RS05655,BW25113_1086,rluC,23S rRNA pseudouridine(955/2504/2580) synthase RluC,
BW25113_RS05660,BW25113_RS05660,BW25113_1087,NULL,septum formation inhibitor Maf,
BW25113_RS05665,BW25113_RS05665,BW25113_1088,yceD,23S rRNA accumulation protein YceD,
BW25113_RS05670,BW25113_RS05670,BW25113_1089,rpmF,50S ribosomal protein L32,
BW25113_RS05675,BW25113_RS05675,BW25113_1090,plsX,phosphate acyltransferase PlsX,
BW25113_RS05680,BW25113_RS05680,BW25113_1091,NULL,ketoacyl-ACP synthase III,
BW25113_RS05685,BW25113_RS05685,BW25113_1092,fabD,ACP S-malonyltransferase,
BW25113_RS05690,BW25113_RS05690,BW25113_1093,fabG,3-oxoacyl-ACP reductase FabG,
BW25113_RS05695,BW25113_RS05695,BW25113_1094,acpP,acyl carrier protein,
BW25113_RS05700,BW25113_RS05700,BW25113_1095,fabF,beta-ketoacyl-ACP synthase II,
BW25113_RS05705,BW25113_RS05705,BW25113_1096,pabC,aminodeoxychorismate lyase,
BW25113_RS05710,BW25113_RS05710,BW25113_1097,yceG,cell division protein YceG,
BW25113_RS05715,BW25113_RS05715,BW25113_1098,NULL,dTMP kinase,
BW25113_RS05720,BW25113_RS05720,BW25113_1099,holB,DNA polymerase III subunit delta',
BW25113_RS05725,BW25113_RS05725,BW25113_1100,NULL,metal-dependent hydrolase,
BW25113_RS05730,BW25113_RS05730,BW25113_1101,ptsG,PTS glucose transporter subunit IIBC,
BW25113_RS05735,BW25113_RS05735,BW25113_1102,fhuE,ferric-rhodotorulic acid/ferric-coprogen receptor FhuE,
BW25113_RS05740,BW25113_RS05740,BW25113_1103,hinT,purine nucleoside phosphoramidase,
BW25113_RS05745,BW25113_RS05745,BW25113_1104,NULL,YcfL family protein,
BW25113_RS05750,BW25113_RS05750,BW25113_1105,lpoB,penicillin-binding protein activator LpoB,
BW25113_RS05755,BW25113_RS05755,BW25113_1106,thiK,thiamine kinase,
BW25113_RS05760,BW25113_RS05760,BW25113_1107,nagZ,beta-N-acetylhexosaminidase,
BW25113_RS05765,BW25113_RS05765,BW25113_1108,NULL,alpha/beta hydrolase,
BW25113_RS05770,BW25113_RS05770,BW25113_1109,NULL,NADH dehydrogenase,
BW25113_RS05775,BW25113_RS05775,BW25113_1110,NULL,glycine zipper 2TM domain-containing protein,
BW25113_RS05780,BW25113_RS05780,BW25113_1111,comR,TetR family copper-responsive transcriptional repressor ComR,
BW25113_RS05785,BW25113_RS05785,BW25113_1112,bhsA,multiple stress resistance protein BhsA,
BW25113_RS05790,BW25113_RS05790,BW25113_1113,ldtC,L,D-transpeptidase LdtC,
BW25113_RS05795,BW25113_RS05795,BW25113_1114,NULL,transcription-repair coupling factor,
BW25113_RS05800,BW25113_RS05800,BW25113_1115,NULL,acyltransferase family protein,
BW25113_RS05805,BW25113_RS05805,BW25113_1116,lolC,lipoprotein-releasing ABC transporter permease subunit LolC,
BW25113_RS05810,BW25113_RS05810,BW25113_1117,lolD,lipoprotein-releasing ABC transporter ATP-binding protein LolD,
BW25113_RS05815,BW25113_RS05815,BW25113_1118,lolE,lipoprotein-releasing ABC transporter permease subunit LolE,
BW25113_RS05820,BW25113_RS05820,BW25113_1119,nagK,N-acetylglucosamine kinase,
BW25113_RS05825,BW25113_RS05825,BW25113_1120,cobB,NAD-dependent protein deacylase,
BW25113_RS05830,BW25113_RS05830,BW25113_1121,NULL,hypothetical protein,
BW25113_RS05835,BW25113_RS05835,BW25113_1122,NULL,DUF3592 domain-containing protein,
BW25113_RS05840,BW25113_RS05840,BW25113_1123,potD,spermidine/putrescine ABC transporter substrate-binding protein PotD,
BW25113_RS05845,BW25113_RS05845,BW25113_1124,potC,spermidine/putrescine ABC transporter permease PotC,
BW25113_RS05850,BW25113_RS05850,BW25113_1125,potB,spermidine/putrescine ABC transporter permease PotB,
BW25113_RS05855,BW25113_RS05855,BW25113_1126,potA,spermidine/putrescine ABC transporter ATP-binding protein PotA,
BW25113_RS05865,BW25113_RS05865,BW25113_1127,pepT,peptidase T,
BW25113_RS05870,BW25113_RS05870,BW25113_1128,NULL,cupin domain-containing protein,
BW25113_RS05875,BW25113_RS05875,BW25113_1129,phoQ,two-component system sensor histidine kinase PhoQ,
BW25113_RS05880,BW25113_RS05880,BW25113_1130,phoP,two-component system response regulator PhoP,
BW25113_RS05885,BW25113_RS05885,BW25113_1131,purB,adenylosuccinate lyase,
BW25113_RS05890,BW25113_RS05890,BW25113_1132,hflD,high frequency lysogenization protein HflD,
BW25113_RS05895,BW25113_RS05895,BW25113_1133,mnmA,tRNA 2-thiouridine(34) synthase MnmA,
BW25113_RS05900,BW25113_RS05900,BW25113_1134,nudJ,phosphatase NudJ,
BW25113_RS05905,BW25113_RS05905,BW25113_1135,rluE,23S rRNA pseudouridine(2457) synthase RluE,
BW25113_RS05910,BW25113_RS05910,BW25113_1136,NULL,NADP-dependent isocitrate dehydrogenase,
BW25113_RS05915,BW25113_RS05915,BW25113_1137,NULL,class I SAM-dependent methyltransferase,
BW25113_RS05920,BW25113_RS05920,BW25113_1138,NULL,hypothetical protein,
BW25113_RS05925,BW25113_RS05925,BW25113_1139,lit,cell death peptidase Lit,
BW25113_RS05930,BW25113_RS05930,BW25113_1140,NULL,integrase,
BW25113_RS05935,BW25113_RS05935,BW25113_1141,NULL,excisionase-like protein from lambdoid prophage 14,
BW25113_RS25530,BW25113_RS25530,NULL,NULL,hypothetical protein,
BW25113_RS23630,BW25113_RS23630,BW25113_1143,NULL,hypothetical protein,
BW25113_RS05940,BW25113_RS05940,BW25113_1144,NULL,hypothetical protein,
BW25113_RS05945,BW25113_RS05945,BW25113_1145,NULL,LexA family transcriptional repressor,
BW25113_RS05950,BW25113_RS05950,BW25113_1146,NULL,transcriptional regulator,
BW25113_RS05955,BW25113_RS05955,BW25113_1147,ymfL,protein YmfL,
BW25113_RS23635,BW25113_RS23635,NULL,NULL,DUF4222 domain-containing protein,
BW25113_RS05965,BW25113_RS05965,NULL,NULL,GntR family transcriptional regulator,
BW25113_RS05970,BW25113_RS05970,BW25113_1150,NULL,hypothetical protein,
BW25113_RS05975,BW25113_RS05975,NULL,NULL,phage portal protein,
BW25113_RS05980,BW25113_RS05980,NULL,NULL,baseplate J/gp47 family protein,
BW25113_RS05985,BW25113_RS05985,BW25113_1153,NULL,YmfQ family protein,
BW25113_RS05990,BW25113_RS05990,BW25113_1154,NULL,hypothetical protein,
BW25113_RS05995,BW25113_RS05995,BW25113_1155,NULL,tail assembly chaperone,
BW25113_RS06000,BW25113_RS06000,BW25113_1156,NULL,tail fiber assembly protein,
BW25113_RS06005,BW25113_RS06005,NULL,NULL,tail fiber protein,
BW25113_RS06010,BW25113_RS06010,BW25113_1158,pinE,site-specific DNA recombinase,
BW25113_RS06015,BW25113_RS06015,BW25113_1159,NULL,5-methylcytosine-specific restriction enzyme A,
BW25113_RS23640,BW25113_RS23640,BW25113_4519,NULL,isocitrate dehydrogenase,
BW25113_RS06020,BW25113_RS06020,BW25113_1160,iraM,anti-adapter protein IraM,
BW25113_RS25535,BW25113_RS25535,NULL,NULL,hypothetical protein,
BW25113_RS06030,BW25113_RS06030,BW25113_1161,NULL,DUF1398 domain-containing protein,
BW25113_RS06035,BW25113_RS06035,BW25113_1162,NULL,MerR family transcriptional regulator,
BW25113_RS06040,BW25113_RS06040,BW25113_1163,bluF,blue light-responsive regulator BluF,
BW25113_RS06045,BW25113_RS06045,BW25113_1164,NULL,two-component-system connector protein YcgZ,
BW25113_RS06050,BW25113_RS06050,BW25113_1165,NULL,two-component-system connector protein YmgA,
BW25113_RS06055,BW25113_RS06055,BW25113_1166,ariR,biofilm/acid-resistance regulator AriR,
BW25113_RS06060,BW25113_RS06060,BW25113_1167,NULL,hypothetical protein,
BW25113_RS06065,BW25113_RS06065,BW25113_1168,NULL,cyclic diguanylate phosphodiesterase,
BW25113_RS06070,BW25113_RS06070,BW25113_4520,NULL,hypothetical protein,
BW25113_RS23075,BW25113_RS23075,NULL,NULL,autotransporter outer membrane beta-barrel domain-containing protein,
BW25113_RS23080,BW25113_RS23080,NULL,NULL,autotransporter outer membrane beta-barrel domain-containing protein,
BW25113_RS06090,BW25113_RS06090,BW25113_1171,NULL,YmgD family protein,
BW25113_RS06095,BW25113_RS06095,BW25113_1172,NULL,glycine zipper family protein,
BW25113_RS06100,BW25113_RS06100,BW25113_4593,NULL,hypothetical protein,
BW25113_RS23645,BW25113_RS23645,BW25113_4594,NULL,hypothetical protein,
BW25113_RS25540,BW25113_RS25540,NULL,NULL,hypothetical protein,
BW25113_RS06105,BW25113_RS06105,NULL,NULL,autotransporter outer membrane beta-barrel domain-containing protein,
BW25113_RS06110,BW25113_RS06110,BW25113_1174,minE,cell division topological specificity factor MinE,
BW25113_RS06115,BW25113_RS06115,BW25113_1175,minD,septum site-determining protein MinD,
BW25113_RS06120,BW25113_RS06120,BW25113_1176,minC,septum site-determining protein MinC,
BW25113_RS06125,BW25113_RS06125,BW25113_1177,NULL,hypothetical protein,
BW25113_RS06130,BW25113_RS06130,BW25113_1178,NULL,inhibitor of g-type lysozyme,
BW25113_RS06140,BW25113_RS06140,BW25113_1179,NULL,hypothetical protein,
BW25113_RS06145,BW25113_RS06145,BW25113_1180,NULL,fumarylacetoacetate hydrolase family protein,
BW25113_RS06150,BW25113_RS06150,BW25113_1181,NULL,YcgN family cysteine cluster protein,
BW25113_RS06155,BW25113_RS06155,BW25113_1182,hlyE,hemolysin HlyE,
BW25113_RS06160,BW25113_RS06160,BW25113_1183,umuD,translesion error-prone DNA polymerase V autoproteolytic subunit,
BW25113_RS06165,BW25113_RS06165,BW25113_1184,umuC,translesion error-prone DNA polymerase V subunit UmuC,
BW25113_RS06170,BW25113_RS06170,BW25113_1185,dsbB,disulfide bond formation protein DsbB,
BW25113_RS06175,BW25113_RS06175,BW25113_1186,nhaB,Na(+)/H(+) antiporter NhaB,
BW25113_RS06180,BW25113_RS06180,BW25113_1187,fadR,fatty acid metabolism transcriptional regulator FadR,
BW25113_RS06185,BW25113_RS06185,BW25113_1188,NULL,SpoVR family protein,
BW25113_RS06190,BW25113_RS06190,BW25113_1189,NULL,D-amino acid dehydrogenase,
BW25113_RS06195,BW25113_RS06195,BW25113_1190,dadX,catabolic alanine racemase DadX,
BW25113_RS06200,BW25113_RS06200,BW25113_1191,NULL,potassium/proton antiporter,
BW25113_RS06205,BW25113_RS06205,BW25113_1192,ldcA,muramoyltetrapeptide carboxypeptidase,
BW25113_RS06210,BW25113_RS06210,BW25113_1193,emtA,membrane-bound lytic murein transglycosylase EmtA,
BW25113_RS06215,BW25113_RS06215,BW25113_1194,NULL,flagellar brake protein YcgR,
BW25113_RS06220,BW25113_RS06220,BW25113_1195,NULL,GlsB/YeaQ/YmgE family stress response membrane protein,
BW25113_RS06225,BW25113_RS06225,BW25113_1196,NULL,hypothetical protein,
BW25113_RS06230,BW25113_RS06230,BW25113_1197,NULL,alpha,alpha-trehalase,
BW25113_RS06235,BW25113_RS06235,BW25113_1198,dhaM,dihydroxyacetone kinase subunit DhaM,
BW25113_RS06240,BW25113_RS06240,BW25113_1199,dhaL,dihydroxyacetone kinase ADP-binding subunit DhaL,
BW25113_RS06245,BW25113_RS06245,BW25113_1200,dhaK,dihydroxyacetone kinase subunit DhaK,
BW25113_RS06250,BW25113_RS06250,BW25113_1201,dhaR,PTS-dependent dihydroxyacetone kinase operon transcriptional regulator DhaR,
BW25113_RS06255,BW25113_RS06255,BW25113_1202,NULL,autotransporter outer membrane beta-barrel domain-containing protein,
BW25113_RS06265,BW25113_RS06265,BW25113_1203,ychF,redox-regulated ATPase YchF,
BW25113_RS06270,BW25113_RS06270,BW25113_1204,NULL,aminoacyl-tRNA hydrolase,
BW25113_RS06275,BW25113_RS06275,BW25113_1205,ychH,stress-induced protein YchH,
BW25113_RS06280,BW25113_RS06280,BW25113_1206,dauA,C4-dicarboxylic acid transporter DauA,
BW25113_RS06285,BW25113_RS06285,BW25113_1207,NULL,ribose-phosphate pyrophosphokinase,
BW25113_RS06290,BW25113_RS06290,BW25113_1208,ispE,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,
BW25113_RS06295,BW25113_RS06295,BW25113_1209,lolB,lipoprotein localization protein LolB,
BW25113_RS06300,BW25113_RS06300,BW25113_1210,hemA,glutamyl-tRNA reductase,
BW25113_RS06305,BW25113_RS06305,BW25113_1211,prfA,peptide chain release factor 1,
BW25113_RS06310,BW25113_RS06310,BW25113_1212,prmC,peptide chain release factor N(5)-glutamine methyltransferase,
BW25113_RS06315,BW25113_RS06315,BW25113_1213,NULL,SirB family protein,
BW25113_RS06320,BW25113_RS06320,BW25113_1214,NULL,tetratricopeptide repeat-containing protein,
BW25113_RS06325,BW25113_RS06325,BW25113_1215,kdsA,3-deoxy-8-phosphooctulonate synthase,
BW25113_RS06330,BW25113_RS06330,NULL,NULL,small toxic polypeptide LdrA/LdrC,
BW25113_RS23680,BW25113_RS23680,NULL,NULL,integrase,
BW25113_RS06335,BW25113_RS06335,NULL,NULL,small toxic polypeptide LdrB,
BW25113_RS23685,BW25113_RS23685,NULL,NULL,integrase,
BW25113_RS06340,BW25113_RS06340,NULL,NULL,small toxic polypeptide LdrA/LdrC,
BW25113_RS25545,BW25113_RS25545,NULL,NULL,integrase,
BW25113_RS06345,BW25113_RS06345,BW25113_1216,chaA,sodium-potassium/proton antiporter ChaA,
BW25113_RS06350,BW25113_RS06350,BW25113_1217,chaB,putative cation transport regulator ChaB,
BW25113_RS06355,BW25113_RS06355,BW25113_1218,NULL,gamma-glutamylcyclotransferase,
BW25113_RS06360,BW25113_RS06360,BW25113_1219,ychN,DsrE/F sulfur relay family protein YchN,
BW25113_RS06365,BW25113_RS06365,BW25113_1220,ychO,inverse autotransporter invasin YchO,
BW25113_RS06370,BW25113_RS06370,BW25113_1221,narL,two-component system response regulator NarL,
BW25113_RS06375,BW25113_RS06375,BW25113_1222,narX,nitrate/nitrite two-component system sensor histidine kinase NarX,
BW25113_RS06385,BW25113_RS06385,BW25113_1223,narK,nitrate transporter NarK,
BW25113_RS06390,BW25113_RS06390,BW25113_1224,NULL,nitrate reductase subunit alpha,
BW25113_RS06395,BW25113_RS06395,BW25113_1225,narH,nitrate reductase subunit beta,
BW25113_RS06400,BW25113_RS06400,BW25113_1226,narJ,nitrate reductase molybdenum cofactor assembly chaperone,
BW25113_RS06405,BW25113_RS06405,BW25113_1227,narI,respiratory nitrate reductase subunit gamma,
BW25113_RS23085,BW25113_RS23085,NULL,NULL,RtT sRNA,
BW25113_RS23090,BW25113_RS23090,NULL,NULL,RtT sRNA,
BW25113_RS23095,BW25113_RS23095,BW25113_4425,NULL,RtT sRNA,
BW25113_RS06415,BW25113_RS06415,BW25113_1230,NULL,tRNA-Tyr,
BW25113_RS23100,BW25113_RS23100,NULL,NULL,RtT sRNA,
BW25113_RS06420,BW25113_RS06420,BW25113_1231,NULL,tRNA-Tyr,
BW25113_RS06425,BW25113_RS06425,BW25113_1232,purU,formyltetrahydrofolate deformylase,
BW25113_RS06430,BW25113_RS06430,BW25113_1233,NULL,YchJ family protein,
BW25113_RS06435,BW25113_RS06435,BW25113_1234,rssA,patatin-like phospholipase RssA,
BW25113_RS06440,BW25113_RS06440,BW25113_1235,rssB,two-component system response regulator RssB,
BW25113_RS06445,BW25113_RS06445,BW25113_1236,galU,UTP--glucose-1-phosphate uridylyltransferase GalU,
BW25113_RS06450,BW25113_RS06450,BW25113_1237,NULL,DNA-binding transcriptional regulator H-NS,
BW25113_RS06455,BW25113_RS06455,BW25113_1238,NULL,thymidine kinase,
BW25113_RS06460,BW25113_RS06460,NULL,NULL,IS4 family transposase,
BW25113_RS06470,BW25113_RS06470,BW25113_1241,adhE,bifunctional acetaldehyde-CoA/alcohol dehydrogenase,
BW25113_RS06475,BW25113_RS06475,BW25113_1242,ychE,NAAT family transporter YchE,
BW25113_RS06480,BW25113_RS06480,BW25113_1243,oppA,oligopeptide ABC transporter substrate-binding protein OppA,
BW25113_RS06485,BW25113_RS06485,BW25113_1244,oppB,oligopeptide ABC transporter permease OppB,
BW25113_RS06490,BW25113_RS06490,BW25113_1245,oppC,oligopeptide ABC transporter permease OppC,
BW25113_RS06495,BW25113_RS06495,BW25113_1246,oppD,murein tripeptide/oligopeptide ABC transporter ATP binding protein OppD,
BW25113_RS06500,BW25113_RS06500,BW25113_1247,oppF,murein tripeptide/oligopeptide ABC transporter ATP binding protein OppF,
BW25113_RS06505,BW25113_RS06505,BW25113_1248,NULL,YciU family protein,
BW25113_RS06510,BW25113_RS06510,BW25113_1249,cls,cardiolipin synthase,
BW25113_RS25550,BW25113_RS25550,BW25113_4595,NULL,YciY family protein,
BW25113_RS06520,BW25113_RS06520,BW25113_1250,NULL,voltage-gated potassium channel protein,
BW25113_RS06525,BW25113_RS06525,BW25113_1251,NULL,YciI family protein,
BW25113_RS06530,BW25113_RS06530,BW25113_1252,tonB,TonB system transport protein TonB,
BW25113_RS06535,BW25113_RS06535,BW25113_1253,yciA,acyl-CoA thioester hydrolase YciA,
BW25113_RS06540,BW25113_RS06540,BW25113_1254,NULL,septation protein A,
BW25113_RS06545,BW25113_RS06545,BW25113_1255,NULL,UPF0259 family protein,
BW25113_RS25555,BW25113_RS25555,NULL,NULL,YkgJ family cysteine cluster protein,
